vector_index,vector_id,chunk_id,source_id,document_id,title,retrieval_namespace,lifecycle_status,active_retrieval_allowed,historical_only,ttl_days,live_check_required,freshness_status,chunk_hash,vector_sha256,vector_dimension,vector_dtype,batch_number,indexed_at_wib
0,VEC-E5S-CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0001,CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0001,A01,DOC-A01-ACADEMIC,Buku Panduan Universitas 2025/2026 — Bagian Akademik,active_academic,ACTIVE,1,0,30,1,CURRENT,1b17cc26187f07ff6b1362c0dfa8fc82449991fb5bd7e1a38918d9d945602433,2122139cd4cb4857c5439a1e2d02c6dc9e5941b4843182be930b317fd8edcfa3,384,float32,1,2026-07-27T12:18:55.976+07:00
1,VEC-E5S-CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0002,CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0002,A01,DOC-A01-ACADEMIC,Buku Panduan Universitas 2025/2026 — Bagian Akademik,active_academic,ACTIVE,1,0,30,1,CURRENT,e07e4100684a6bcde6be1c9d0ee98aa9ac21dabfea462aabca6cc8a2bfa1b7e7,d7f63fc5ba56bbe41372c414e6a7a4a8f014113dc7076ec9ae8292e2f7044bee,384,float32,1,2026-07-27T12:18:55.976+07:00
2,VEC-E5S-CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0003,CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0003,A01,DOC-A01-ACADEMIC,Buku Panduan Universitas 2025/2026 — Bagian Akademik,active_academic,ACTIVE,1,0,30,1,CURRENT,b131145737543ef6204092ab5e49c668632b4d99a3338fe641d26c665dfe4f77,e10e275dc41e96c5e91757484b325b69f4ea749dae9dfbf80032870971e643c5,384,float32,1,2026-07-27T12:18:55.976+07:00
3,VEC-E5S-CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0004,CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0004,A01,DOC-A01-ACADEMIC,Buku Panduan Universitas 2025/2026 — Bagian Akademik,active_academic,ACTIVE,1,0,30,1,CURRENT,23442f9a9047bfade6773c96543c9738e0cbb9577527cb0058b471fe327abf5e,82527623d5087c9545bbf6218141b51f23459ae03639c7537753e81b3420a242,384,float32,1,2026-07-27T12:18:55.976+07:00
4,VEC-E5S-CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0005,CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0005,A01,DOC-A01-ACADEMIC,Buku Panduan Universitas 2025/2026 — Bagian Akademik,active_academic,ACTIVE,1,0,30,1,CURRENT,ea14474c4a26c6ed8bf9df96b761835d8f5ed34ab0bdc158311599b98add295a,0415e1cfdc21f4766fe485f84b6d3d9358a69d5ea31f25de6caaf3701c8f4f78,384,float32,1,2026-07-27T12:18:55.976+07:00
5,VEC-E5S-CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0006,CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0006,A01,DOC-A01-ACADEMIC,Buku Panduan Universitas 2025/2026 — Bagian Akademik,active_academic,ACTIVE,1,0,30,1,CURRENT,417cd45433c4d7a416b8c42b07a3ccc2042eefe37cb1145805db15c6c7691fce,2df70e1e7c41ecdc035f551b7d13fba28e0510af5b0151f2a6895b62321d8cbc,384,float32,1,2026-07-27T12:18:55.976+07:00
6,VEC-E5S-CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0007,CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0007,A01,DOC-A01-ACADEMIC,Buku Panduan Universitas 2025/2026 — Bagian Akademik,active_academic,ACTIVE,1,0,30,1,CURRENT,2485242c3fc0440f56eaed24822fbbb88fe280c848025d4b9ca5f551396c3947,9b7eadea3bbfa4e03296025f3a1c7484c6336c09b7516e27ce454dc773f0ff98,384,float32,1,2026-07-27T12:18:55.976+07:00
7,VEC-E5S-CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0008,CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0008,A01,DOC-A01-ACADEMIC,Buku Panduan Universitas 2025/2026 — Bagian Akademik,active_academic,ACTIVE,1,0,30,1,CURRENT,bd781908d910b9c43a6fdc0550ba04ce9703719c147d6c5d4dac2634ef1cc120,6592cc069a5a632f17ea27d2ad29511231501a72066bef1cafcef4190d6c9a04,384,float32,1,2026-07-27T12:18:55.976+07:00
8,VEC-E5S-CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0009,CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0009,A01,DOC-A01-ACADEMIC,Buku Panduan Universitas 2025/2026 — Bagian Akademik,active_academic,ACTIVE,1,0,30,1,CURRENT,30cf25962c3c18024acb1110964ea8613b94c7254aa687e261161340a367effe,ac5298a44a1be70f3c28282267acb995b658cd12ee3d6b2277303838a8430c7f,384,float32,1,2026-07-27T12:18:55.976+07:00
9,VEC-E5S-CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0010,CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0010,A01,DOC-A01-ACADEMIC,Buku Panduan Universitas 2025/2026 — Bagian Akademik,active_academic,ACTIVE,1,0,30,1,CURRENT,2402eee27a737fb4420521944bc850554413284b521617f57ae81a71bf570209,2581cb15a85830c73e4aedd42a3e7501a669f9bcd25145bb12e19ae8aef50c0a,384,float32,1,2026-07-27T12:18:55.976+07:00
10,VEC-E5S-CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0011,CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0011,A01,DOC-A01-ACADEMIC,Buku Panduan Universitas 2025/2026 — Bagian Akademik,active_academic,ACTIVE,1,0,30,1,CURRENT,bb7454dd5752523d1246c26172755687fff5d98d208a06abc0ca7e655b5bdf1b,27d949bba1c8144f2d5064b018cb9ea278e7b5fea701a312835fba61183252ac,384,float32,1,2026-07-27T12:18:55.976+07:00
11,VEC-E5S-CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0012,CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0012,A01,DOC-A01-ACADEMIC,Buku Panduan Universitas 2025/2026 — Bagian Akademik,active_academic,ACTIVE,1,0,30,1,CURRENT,f4de268744e8967a7bee4e2114d8c614615f68f4569242990eed3464e7736323,3efa15254c4071b73095708faeabca702875d2738b41a74c0773026a94cc5df4,384,float32,1,2026-07-27T12:18:55.976+07:00
12,VEC-E5S-CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0013,CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0013,A01,DOC-A01-ACADEMIC,Buku Panduan Universitas 2025/2026 — Bagian Akademik,active_academic,ACTIVE,1,0,30,1,CURRENT,ae8f40cf0681231861cf29c5a59c8a32000954ab3f024fc5d13cc9d06e0a547f,559367987fb8191f200efde6efd6d9b6ad10aa2713bff50c989a9584c7a91ebf,384,float32,1,2026-07-27T12:18:55.976+07:00
13,VEC-E5S-CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0014,CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0014,A01,DOC-A01-ACADEMIC,Buku Panduan Universitas 2025/2026 — Bagian Akademik,active_academic,ACTIVE,1,0,30,1,CURRENT,92433245f69e33dee0d81fc713b8615977afe91195a8fdf204421c8a2bc03802,b7e91e3938f44d8f411c7713c8488f11c94614bfe4401750b163b67ea01773dd,384,float32,1,2026-07-27T12:18:55.976+07:00
14,VEC-E5S-CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0015,CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0015,A01,DOC-A01-ACADEMIC,Buku Panduan Universitas 2025/2026 — Bagian Akademik,active_academic,ACTIVE,1,0,30,1,CURRENT,c8561855b15522bc0d7c202b9ffcb0b3ad1a6445ff113edb210bf823e5777640,6f3d058f7e39a98c5ffcf224fd8ca6d80cda3199c9fd0dcb0213f8f8fbac3b1e,384,float32,1,2026-07-27T12:18:55.976+07:00
15,VEC-E5S-CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0016,CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0016,A01,DOC-A01-ACADEMIC,Buku Panduan Universitas 2025/2026 — Bagian Akademik,active_academic,ACTIVE,1,0,30,1,CURRENT,490ce828eacd69e686b548d0493a5fa387965b0b56be042424ebf90e0230aaad,8d9bdf90f8c0322a4667f3caceea5feae276253430a00aa9edb6f6c53aba02ee,384,float32,1,2026-07-27T12:18:55.976+07:00
16,VEC-E5S-CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0017,CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0017,A01,DOC-A01-ACADEMIC,Buku Panduan Universitas 2025/2026 — Bagian Akademik,active_academic,ACTIVE,1,0,30,1,CURRENT,5d3e34af88401ea9646f400918e1d2038f71146ff0f7a7b176736b9715fbeb81,bd6bae82ae3a9be057982d82e06341a2ae8a9cba6dcde9db08d6623e77e95928,384,float32,1,2026-07-27T12:18:55.976+07:00
17,VEC-E5S-CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0018,CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0018,A01,DOC-A01-ACADEMIC,Buku Panduan Universitas 2025/2026 — Bagian Akademik,active_academic,ACTIVE,1,0,30,1,CURRENT,02deea2970ee5d32962b5a8e06227ab0086b24beaebeb0797cfa19ae8458a51d,c9be43f239f1e7293f3351b71555026dcbb59ab2df0b6bf1a0280fa7e81071c5,384,float32,1,2026-07-27T12:18:55.976+07:00
18,VEC-E5S-CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0019,CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0019,A01,DOC-A01-ACADEMIC,Buku Panduan Universitas 2025/2026 — Bagian Akademik,active_academic,ACTIVE,1,0,30,1,CURRENT,cdc7e233452154a48f09b2022dd2a591321f325ffed22859414212b1aa0faf73,a235f408f004d49faf0658633d1049e6d08d4d98ade08c78d58ca87ef195e102,384,float32,1,2026-07-27T12:18:55.976+07:00
19,VEC-E5S-CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0020,CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0020,A01,DOC-A01-ACADEMIC,Buku Panduan Universitas 2025/2026 — Bagian Akademik,active_academic,ACTIVE,1,0,30,1,CURRENT,f904402b356d5313d31aa75af1478437c90d38cbc54d9aa9225e4bf25072bf50,d2beebbc13f37e816fa419a438a0895fbbbdaa0fc006c77bfcdc4073de659e57,384,float32,1,2026-07-27T12:18:55.976+07:00
20,VEC-E5S-CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0021,CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0021,A01,DOC-A01-ACADEMIC,Buku Panduan Universitas 2025/2026 — Bagian Akademik,active_academic,ACTIVE,1,0,30,1,CURRENT,7510731ff6239793a59eac8fb5a86e953714bc97802bee555511d79194247f04,7e472a5dd160bdf4017493c3064cd6a932d6fd4146ac1dc4c487367d8814f70a,384,float32,1,2026-07-27T12:18:55.976+07:00
21,VEC-E5S-CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0022,CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0022,A01,DOC-A01-ACADEMIC,Buku Panduan Universitas 2025/2026 — Bagian Akademik,active_academic,ACTIVE,1,0,30,1,CURRENT,0c76b51880a7274e8789af3638f461a219a56586d4f777fe3e08b739bb30c471,44b9af72444ddd58ce74df35e2c93045f43bbdb1d4123b0361f33a163394931d,384,float32,1,2026-07-27T12:18:55.976+07:00
22,VEC-E5S-CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0023,CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0023,A01,DOC-A01-ACADEMIC,Buku Panduan Universitas 2025/2026 — Bagian Akademik,active_academic,ACTIVE,1,0,30,1,CURRENT,464bd993386dc28ca51f1572e79b3de31e0e3b86f45e654809aff3c46d64fecc,e7936541319117f89d84ea198e88e32514940de1c0b462cbf316ecbcf77c84cc,384,float32,1,2026-07-27T12:18:55.976+07:00
23,VEC-E5S-CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0024,CH-ACA-A01-DOC-A01-ACADEMIC-POLICY-0024,A01,DOC-A01-ACADEMIC,Buku Panduan Universitas 2025/2026 — Bagian Akademik,active_academic,ACTIVE,1,0,30,1,CURRENT,36cd05023fb8e29b9ce369c617abf0af96fd6b0d3bf78275ce0c4d939c0367d5,8359954a310ece3d9532ea0bd28adb1e014ddc2ef12b3d39a797d6c698d4df31,384,float32,1,2026-07-27T12:18:55.976+07:00
24,VEC-E5S-CH-ACA-A02-DOC-A02-ACTIVE-CURRICULUM_NARRATIVE-0001,CH-ACA-A02-DOC-A02-ACTIVE-CURRICULUM_NARRATIVE-0001,A02,DOC-A02-ACTIVE,Buku Panduan FIK 2025/2026 — Bagian Nonkonflik,active_academic,ACTIVE,1,0,30,0,CURRENT,63763d133ecf9a277d23a84f3cc8b4d5a6695a94aa01a8b70b0b5ebecb92bda4,58a47b6dd80e46a6bf4086dbaf4ef69a8ac409547fcce33d6e87f5de9cfa071f,384,float32,1,2026-07-27T12:18:55.976+07:00
25,VEC-E5S-CH-ACA-A02-DOC-A02-ACTIVE-CURRICULUM_NARRATIVE-0002,CH-ACA-A02-DOC-A02-ACTIVE-CURRICULUM_NARRATIVE-0002,A02,DOC-A02-ACTIVE,Buku Panduan FIK 2025/2026 — Bagian Nonkonflik,active_academic,ACTIVE,1,0,30,0,CURRENT,2ffe04dbe42d372233a2748d62a1c640433499efeb70de58614ea76403a5e1d0,29443c4e5dbb35a1aca85ebafea5c67cb266afbc6059fe80d523ff844369a594,384,float32,1,2026-07-27T12:18:55.976+07:00
26,VEC-E5S-CH-ACA-A02-DOC-A02-ACTIVE-CURRICULUM_NARRATIVE-0003,CH-ACA-A02-DOC-A02-ACTIVE-CURRICULUM_NARRATIVE-0003,A02,DOC-A02-ACTIVE,Buku Panduan FIK 2025/2026 — Bagian Nonkonflik,active_academic,ACTIVE,1,0,30,0,CURRENT,ab00fb28a085cad9e0a6fd68cf80fec8e9763b932dda5ea111f09ef882bc47e3,ad413dad533dfbc80e8c0c34d0a6664c617f2a388ce2aa077d3c1b1c72fbab72,384,float32,1,2026-07-27T12:18:55.976+07:00
27,VEC-E5S-CH-ACA-A02-DOC-A02-ACTIVE-CURRICULUM_NARRATIVE-0004,CH-ACA-A02-DOC-A02-ACTIVE-CURRICULUM_NARRATIVE-0004,A02,DOC-A02-ACTIVE,Buku Panduan FIK 2025/2026 — Bagian Nonkonflik,active_academic,ACTIVE,1,0,30,0,CURRENT,b29ba5314b2878faefddaee2fca706a10840a1a241ae12346a7981d9226f3a8f,93e0afa18b548ab1e24ca7a95ff27e0aed07a3e30761fd392f7173ea63eb3a7c,384,float32,1,2026-07-27T12:18:55.976+07:00
28,VEC-E5S-CH-ACA-A02-DOC-A02-ACTIVE-CURRICULUM_NARRATIVE-0005,CH-ACA-A02-DOC-A02-ACTIVE-CURRICULUM_NARRATIVE-0005,A02,DOC-A02-ACTIVE,Buku Panduan FIK 2025/2026 — Bagian Nonkonflik,active_academic,ACTIVE,1,0,30,0,CURRENT,bf96f897ec19207e7d16d3756c40af5519decbce59d732dfa381780e54b72f86,78a9147e53214e1295467d7264ebe7ec6ab59df56891121e51d487247a087e8f,384,float32,1,2026-07-27T12:18:55.976+07:00
29,VEC-E5S-CH-ACA-A02-DOC-A02-ACTIVE-CURRICULUM_NARRATIVE-0006,CH-ACA-A02-DOC-A02-ACTIVE-CURRICULUM_NARRATIVE-0006,A02,DOC-A02-ACTIVE,Buku Panduan FIK 2025/2026 — Bagian Nonkonflik,active_academic,ACTIVE,1,0,30,0,CURRENT,5f9c20314cf11249657da19936febc92ad50d794442dcec57692e30a08954881,4ff781a3c7d472840b6c07e4ad0c4678b4d60231570b4a2d98ec3fde94370f2a,384,float32,1,2026-07-27T12:18:55.976+07:00
30,VEC-E5S-CH-ACA-A02-DOC-A02-ACTIVE-CURRICULUM_NARRATIVE-0007,CH-ACA-A02-DOC-A02-ACTIVE-CURRICULUM_NARRATIVE-0007,A02,DOC-A02-ACTIVE,Buku Panduan FIK 2025/2026 — Bagian Nonkonflik,active_academic,ACTIVE,1,0,30,0,CURRENT,0155b399ecda26ef0dcaf8aa30452aad3113e8b9bcb3173fce724565d4d6562f,1d73d2b8eae8940e602fb77497e6e9ed2c23b3c45971bb2754ae848a503a78a4,384,float32,1,2026-07-27T12:18:55.976+07:00
31,VEC-E5S-CH-ACA-A02-DOC-A02-ACTIVE-CURRICULUM_NARRATIVE-0008,CH-ACA-A02-DOC-A02-ACTIVE-CURRICULUM_NARRATIVE-0008,A02,DOC-A02-ACTIVE,Buku Panduan FIK 2025/2026 — Bagian Nonkonflik,active_academic,ACTIVE,1,0,30,0,CURRENT,d3f6312d133088d04a1b8ed0223c76dd508498e1b978badb255eccfe3fa0a7a3,5a3376f78379c89cfe392497c265636fb06f38ce716b411ab0ab1a9056d3184f,384,float32,1,2026-07-27T12:18:55.976+07:00
32,VEC-E5S-CH-ACA-A02-DOC-A02-ACTIVE-CURRICULUM_NARRATIVE-0009,CH-ACA-A02-DOC-A02-ACTIVE-CURRICULUM_NARRATIVE-0009,A02,DOC-A02-ACTIVE,Buku Panduan FIK 2025/2026 — Bagian Nonkonflik,active_academic,ACTIVE,1,0,30,0,CURRENT,9395d1d94f4c505af9665dd5a90362d85ef8cb565d4b492686cf1e2edf7e0327,d55a7cf22dd5dfe85dd4c615252a41a70623973fca5ae30e316cc9f8d2061928,384,float32,2,2026-07-27T12:18:55.979+07:00
33,VEC-E5S-CH-ACA-A02-DOC-A02-ACTIVE-CURRICULUM_NARRATIVE-0010,CH-ACA-A02-DOC-A02-ACTIVE-CURRICULUM_NARRATIVE-0010,A02,DOC-A02-ACTIVE,Buku Panduan FIK 2025/2026 — Bagian Nonkonflik,active_academic,ACTIVE,1,0,30,0,CURRENT,534c1f22dd39fc728a5af69f11271a934f383f975dadee55f49aa8400b507d57,4651403e37e2ba247e0f6d5ca80f46ef9a42663c74e7c4a36bc630c84f4e91ff,384,float32,2,2026-07-27T12:18:55.979+07:00
34,VEC-E5S-CH-ACA-A06-DOC-A06-CURRICULUM_INDEX-0001,CH-ACA-A06-DOC-A06-CURRICULUM_INDEX-0001,A06,DOC-A06,Kurikulum dan RPS S1 Informatika — Indeks Bersih,active_academic,ACTIVE,1,0,30,0,CURRENT,cc45be5f7f5ef62fb6549c427be106357b4b969a93450e723d17b854dd3a326b,9624be371ab081fbe87229cb3d54157ab2cdbf0b91dde2ddf98bb446bd5605be,384,float32,2,2026-07-27T12:18:55.979+07:00
35,VEC-E5S-CH-ACA-A06-DOC-A06-CURRICULUM_INDEX-0002,CH-ACA-A06-DOC-A06-CURRICULUM_INDEX-0002,A06,DOC-A06,Kurikulum dan RPS S1 Informatika — Indeks Bersih,active_academic,ACTIVE,1,0,30,0,CURRENT,11293b403a28b9efc7be06c9e0045bbc6f0bbd8febbfbde2059aef3607458de7,d74b03ac3e74f2729280a46a8d6d5a2110cfee188fcf635e54cb11886b92e0bd,384,float32,2,2026-07-27T12:18:55.979+07:00
36,VEC-E5S-CH-ACA-A06-DOC-A06-CURRICULUM_INDEX-0003,CH-ACA-A06-DOC-A06-CURRICULUM_INDEX-0003,A06,DOC-A06,Kurikulum dan RPS S1 Informatika — Indeks Bersih,active_academic,ACTIVE,1,0,30,0,CURRENT,4cd4aaa88a91ae9cd4e7c467e13dc1f8eb18eb09483e54411a36f52051458aec,b7b9301d117afcde64ffc3abf8efdc9015adbb37effa9ed1cb1715f8b1b069f9,384,float32,2,2026-07-27T12:18:55.979+07:00
37,VEC-E5S-CH-ACA-A06-DOC-A06-CURRICULUM_INDEX-0004,CH-ACA-A06-DOC-A06-CURRICULUM_INDEX-0004,A06,DOC-A06,Kurikulum dan RPS S1 Informatika — Indeks Bersih,active_academic,ACTIVE,1,0,30,0,CURRENT,f6c6532837774184088d249d4a7c61e26490f8e32316cba97fb7a3a218fe2ae0,c9b0349188d038f8da5cb069cf0ffae562c2f1b059d9ba140b6f2a57c21b8c94,384,float32,2,2026-07-27T12:18:55.979+07:00
38,VEC-E5S-CH-ACA-A07-DOC-A07-ACTIVE-GRADUATION_POLICY-0001,CH-ACA-A07-DOC-A07-ACTIVE-GRADUATION_POLICY-0001,A07,DOC-A07-ACTIVE,Jalur Lulus S1 Informatika — Bagian Nonkonflik,active_academic,ACTIVE,1,0,30,0,CURRENT,74a40f2fd1195cc13e66eaaef7afab37cfed599b0bced837c4b1e63d8fb59ce2,c97d77d816f7e22fde26c018643df2ee15252fff9330fefd34c7f744ca79072a,384,float32,2,2026-07-27T12:18:55.979+07:00
39,VEC-E5S-CH-ACA-A07-DOC-A07-ACTIVE-GRADUATION_POLICY-0002,CH-ACA-A07-DOC-A07-ACTIVE-GRADUATION_POLICY-0002,A07,DOC-A07-ACTIVE,Jalur Lulus S1 Informatika — Bagian Nonkonflik,active_academic,ACTIVE,1,0,30,0,CURRENT,b860dc57d13ad7d452331aa773fda07f0c29ad72546696f0438c945a5411724f,7e7d60f427b638e8232929c094428d64cf11331033e7a89c7bfda46856dcc5b2,384,float32,2,2026-07-27T12:18:55.979+07:00
40,VEC-E5S-CH-ACA-A07-DOC-A07-ACTIVE-GRADUATION_POLICY-0003,CH-ACA-A07-DOC-A07-ACTIVE-GRADUATION_POLICY-0003,A07,DOC-A07-ACTIVE,Jalur Lulus S1 Informatika — Bagian Nonkonflik,active_academic,ACTIVE,1,0,30,0,CURRENT,7cec5f30977d32cf01d0bbc840b89bf4424893aeebe5750e8b1dfcf7a6b44fa0,2eaf63e85a0a9fcd97f6654420413ce595144e7ba9cc66863d5a49a192664ebe,384,float32,2,2026-07-27T12:18:55.979+07:00
41,VEC-E5S-CH-ACA-A07-DOC-A07-ACTIVE-GRADUATION_POLICY-0004,CH-ACA-A07-DOC-A07-ACTIVE-GRADUATION_POLICY-0004,A07,DOC-A07-ACTIVE,Jalur Lulus S1 Informatika — Bagian Nonkonflik,active_academic,ACTIVE,1,0,30,0,CURRENT,120736735b7381ab054ee61daea4bd017946d9a46681129eab551dc6bf947c88,9288d28ce63eda4e45a16d73be7c132022b3b1d94fa34b4f85fd4e3d97dc2ccd,384,float32,2,2026-07-27T12:18:55.979+07:00
42,VEC-E5S-CH-ACA-A07-DOC-A07-ACTIVE-GRADUATION_POLICY-0005,CH-ACA-A07-DOC-A07-ACTIVE-GRADUATION_POLICY-0005,A07,DOC-A07-ACTIVE,Jalur Lulus S1 Informatika — Bagian Nonkonflik,active_academic,ACTIVE,1,0,30,0,CURRENT,350f38b3ffc380f2714327bba7f0f3a0d4b070888efbf823463c26c11a23b198,9b8ad8689a93aa87dcbab4f7a0a08355a099a36a9b4175be8b5adedc0622de99,384,float32,2,2026-07-27T12:18:55.979+07:00
43,VEC-E5S-CH-ACA-A07-DOC-A07-ACTIVE-GRADUATION_POLICY-0006,CH-ACA-A07-DOC-A07-ACTIVE-GRADUATION_POLICY-0006,A07,DOC-A07-ACTIVE,Jalur Lulus S1 Informatika — Bagian Nonkonflik,active_academic,ACTIVE,1,0,30,0,CURRENT,48cca307263953996da19c151ff9c25a3363933bb878d42d0a17b570c3c06180,fbf5f2128ae6588acdaeb6ce09c127e9495101acd72566bbd17fd379fc9edaed,384,float32,2,2026-07-27T12:18:55.979+07:00
44,VEC-E5S-CH-ACA-A07-DOC-A07-ACTIVE-GRADUATION_POLICY-0007,CH-ACA-A07-DOC-A07-ACTIVE-GRADUATION_POLICY-0007,A07,DOC-A07-ACTIVE,Jalur Lulus S1 Informatika — Bagian Nonkonflik,active_academic,ACTIVE,1,0,30,0,CURRENT,20b0839a165908e6ab9384caae9933e512863a67d4ec0cb97c8af18376c00c77,79da3a6b7d91d3418555711e22b17749f5eaf5b9ea7f2cf19384326849727229,384,float32,2,2026-07-27T12:18:55.979+07:00
45,VEC-E5S-CH-ACA-A07-DOC-A07-ACTIVE-GRADUATION_POLICY-0008,CH-ACA-A07-DOC-A07-ACTIVE-GRADUATION_POLICY-0008,A07,DOC-A07-ACTIVE,Jalur Lulus S1 Informatika — Bagian Nonkonflik,active_academic,ACTIVE,1,0,30,0,CURRENT,ae05394c5b7350e712dc25a8079de6fa9bf7c79454d453f7641824464fea8196,bf5369abd8c275b33c2fc94cc8b81b6094963e01587166f7d839f8582bac62b3,384,float32,2,2026-07-27T12:18:55.979+07:00
46,VEC-E5S-CH-ACA-A07-DOC-A07-ACTIVE-GRADUATION_POLICY-0009,CH-ACA-A07-DOC-A07-ACTIVE-GRADUATION_POLICY-0009,A07,DOC-A07-ACTIVE,Jalur Lulus S1 Informatika — Bagian Nonkonflik,active_academic,ACTIVE,1,0,30,0,CURRENT,c3ca85a90b9b54c814484e2dbb10aaf065a9f2a86602ad0078d4ebf1f0419513,b200bc3f2d3d5a50668a075bdc00d84588a03203ce406cbf077007ae9df72675,384,float32,2,2026-07-27T12:18:55.979+07:00
47,VEC-E5S-CH-ACA-A07-DOC-A07-ACTIVE-GRADUATION_POLICY-0010,CH-ACA-A07-DOC-A07-ACTIVE-GRADUATION_POLICY-0010,A07,DOC-A07-ACTIVE,Jalur Lulus S1 Informatika — Bagian Nonkonflik,active_academic,ACTIVE,1,0,30,0,CURRENT,9d2a8f942bdff4f0cb0187c8568f3d04e15b04fde7361a97b0bd12751f05f5a0,7a62239dd1c78c14b0c1f2b562e9c821077cf7a2eab8a34fda6e85c45fb91ee5,384,float32,2,2026-07-27T12:18:55.979+07:00
48,VEC-E5S-CH-ACA-A07-DOC-A07-ACTIVE-GRADUATION_POLICY-0011,CH-ACA-A07-DOC-A07-ACTIVE-GRADUATION_POLICY-0011,A07,DOC-A07-ACTIVE,Jalur Lulus S1 Informatika — Bagian Nonkonflik,active_academic,ACTIVE,1,0,30,0,CURRENT,228c9969a84a14b5fbf7babedf139ed02f6283166ae7821ce3de5bceda167c4d,59814c33fd19afb3a766c47fe1409f4aacc5163fb5dbd0aa7843a7ab199baed5,384,float32,2,2026-07-27T12:18:55.979+07:00
49,VEC-E5S-CH-ACA-A07-DOC-A07-ACTIVE-GRADUATION_POLICY-0012,CH-ACA-A07-DOC-A07-ACTIVE-GRADUATION_POLICY-0012,A07,DOC-A07-ACTIVE,Jalur Lulus S1 Informatika — Bagian Nonkonflik,active_academic,ACTIVE,1,0,30,0,CURRENT,bdf6045cc230adf1b3f6edc25666a993cde122b0bed2a20ae5f296cc3a336605,942b8d5db06da2af106204d62debbd5975b22770bc8dce1de1b5affd3207e675,384,float32,2,2026-07-27T12:18:55.979+07:00
50,VEC-E5S-CH-ACA-A07-DOC-A07-ACTIVE-GRADUATION_POLICY-0013,CH-ACA-A07-DOC-A07-ACTIVE-GRADUATION_POLICY-0013,A07,DOC-A07-ACTIVE,Jalur Lulus S1 Informatika — Bagian Nonkonflik,active_academic,ACTIVE,1,0,30,0,CURRENT,dd3be4d1b46722f404ecec69cf5d9fe0c85b8ec66886542e950486d4cbe884b4,26f0da0653208025d2e5428b2bf74b011b2c892779fea092dd33e78b5f39d807,384,float32,2,2026-07-27T12:18:55.979+07:00
51,VEC-E5S-CH-ACA-A07-DOC-A07-ACTIVE-GRADUATION_POLICY-0014,CH-ACA-A07-DOC-A07-ACTIVE-GRADUATION_POLICY-0014,A07,DOC-A07-ACTIVE,Jalur Lulus S1 Informatika — Bagian Nonkonflik,active_academic,ACTIVE,1,0,30,0,CURRENT,764064416d34d0ac2d0fd9038f9510561b4268ad1376b41e538281748b1142d8,cec38f18fe839114a9161683853c82e679b2ebb9cbadda8bc55dd7be087bbfac,384,float32,2,2026-07-27T12:18:55.979+07:00
